date,time,open,high,low,close,volume
2020.08.27,10:00,11383.30000,11409.30000,11374.30000,11405.30000,488
2020.08.27,11:00,11404.30000,11405.30000,11377.30000,11381.30000,300
2020.08.27,12:00,11381.30000,11445.30000,11372.30000,11429.30000,507
2020.08.27,13:00,11429.30000,11434.30000,11357.30000,11376.30000,959
2020.08.27,14:00,11374.30000,11381.30000,11306.30000,11315.30000,988
2020.08.27,15:00,11315.30000,11370.30000,11275.30000,11354.30000,1686
2020.08.27,16:00,11354.30000,11593.30000,11346.30000,11405.30000,5010
2020.08.27,17:00,11400.30000,11414.30000,11265.30000,11311.30000,3203
2020.08.27,18:00,11310.30000,11338.30000,11294.30000,11327.30000,1053
2020.08.27,19:00,11327.30000,11368.30000,11267.30000,11276.30000,1549
2020.08.27,20:00,11275.30000,11275.30000,11130.30000,11191.30000,4838
2020.08.27,21:00,11191.30000,11272.30000,11162.30000,11262.30000,1335
2020.08.27,22:00,11260.30000,11275.30000,11243.30000,11243.30000,877
2020.08.27,23:00,11242.30000,11301.30000,11226.30000,11257.30000,976
2020.08.28,01:00,11292.30000,11320.30000,11262.30000,11265.30000,1145
2020.08.28,02:00,11265.30000,11343.30000,11265.30000,11327.30000,926
2020.08.28,03:00,11327.30000,11360.30000,11287.30000,11354.30000,1082
2020.08.28,04:00,11354.30000,11381.30000,11340.30000,11380.30000,1187
2020.08.28,05:00,11380.30000,11384.30000,11366.30000,11376.30000,928
2020.08.28,06:00,11377.30000,11399.30000,11347.30000,11381.30000,984
2020.08.28,07:00,11381.30000,11398.30000,11374.30000,11392.30000,636
2020.08.28,08:00,11392.30000,11403.30000,11371.30000,11399.30000,636
2020.08.28,09:00,11400.30000,11450.30000,11396.30000,11440.30000,804
2020.08.28,10:00,11440.30000,11442.30000,11372.30000,11382.30000,287
2020.08.28,11:00,11382.30000,11417.30000,11365.30000,11402.30000,822
2020.08.28,12:00,11402.30000,11460.30000,11402.30000,11446.30000,475
2020.08.28,13:00,11446.30000,11447.30000,11405.30000,11443.30000,965
2020.08.28,14:00,11443.30000,11473.30000,11429.30000,11471.30000,514
2020.08.28,15:00,11471.30000,11479.30000,11432.30000,11441.30000,453
2020.08.28,16:00,11441.30000,11459.30000,11430.30000,11459.30000,434
2020.08.28,17:00,11459.30000,11463.30000,11410.30000,11441.30000,586
2020.08.28,18:00,11441.30000,11543.30000,11441.30000,11541.30000,593
2020.08.28,19:00,11540.30000,11551.30000,11508.30000,11521.30000,1211
2020.08.28,20:00,11521.30000,11529.30000,11475.30000,11484.30000,335
2020.08.28,21:00,11484.30000,11508.30000,11478.30000,11485.30000,252
2020.08.28,22:00,11485.30000,11524.30000,11485.30000,11508.30000,148
2020.08.28,23:00,11508.30000,11509.30000,11485.30000,11486.30000,225
2020.08.31,01:00,11611.30000,11673.30000,11605.30000,11667.30000,819
2020.08.31,02:00,11667.30000,11714.30000,11659.30000,11714.30000,1699
2020.08.31,03:00,11714.30000,11728.30000,11698.30000,11715.30000,684
2020.08.31,04:00,11713.30000,11716.30000,11705.30000,11705.30000,68
2020.08.31,05:00,11705.30000,11713.30000,11698.30000,11703.30000,387
2020.08.31,06:00,11701.30000,11704.30000,11687.30000,11697.30000,433
2020.08.31,07:00,11695.30000,11718.30000,11665.30000,11671.30000,351
2020.08.31,08:00,11671.30000,11686.30000,11660.30000,11673.30000,466
2020.08.31,09:00,11672.30000,11684.30000,11654.30000,11683.30000,583
2020.08.31,10:00,11682.30000,11682.30000,11613.30000,11627.30000,713
2020.08.31,11:00,11627.30000,11639.30000,11585.30000,11588.30000,911
2020.08.31,12:00,11587.30000,11626.30000,11585.30000,11610.30000,457
2020.08.31,13:00,11605.30000,11632.30000,11590.30000,11618.30000,931
2020.08.31,14:00,11618.30000,11714.30000,11618.30000,11689.30000,1070
2020.08.31,15:00,11689.30000,11761.30000,11676.30000,11730.30000,1034
2020.08.31,16:00,11730.30000,11774.30000,11711.30000,11720.30000,946
2020.08.31,17:00,11720.30000,11738.30000,11689.30000,11738.30000,1143
2020.08.31,18:00,11738.30000,11753.30000,11707.30000,11753.30000,584
2020.08.31,19:00,11751.30000,11758.30000,11717.30000,11720.30000,1448
2020.08.31,20:00,11720.30000,11739.30000,11703.30000,11718.30000,734
2020.08.31,21:00,11717.30000,11740.30000,11715.30000,11722.30000,675
2020.08.31,22:00,11720.30000,11733.30000,11712.30000,11729.30000,269
2020.08.31,23:00,11727.30000,11732.30000,11660.30000,11676.30000,1183
2020.09.01,01:00,11636.30000,11686.30000,11625.30000,11662.30000,646
2020.09.01,02:00,11658.30000,11696.30000,11653.30000,11656.30000,322
2020.09.01,03:00,11656.30000,11671.30000,11537.30000,11616.30000,1793
2020.09.01,04:00,11617.30000,11644.30000,11597.30000,11637.30000,693
2020.09.01,05:00,11637.30000,11652.30000,11616.30000,11640.30000,599
2020.09.01,06:00,11640.30000,11709.30000,11631.30000,11700.30000,865
2020.09.01,07:00,11700.30000,11733.30000,11693.30000,11709.30000,703
2020.09.01,08:00,11709.30000,11804.30000,11705.30000,11804.30000,579
2020.09.01,09:00,11804.30000,11872.30000,11790.30000,11868.30000,1435
2020.09.01,10:00,11868.30000,11933.30000,11868.30000,11926.30000,1434
2020.09.01,11:00,11926.30000,11948.30000,11889.30000,11920.30000,900
2020.09.01,12:00,11921.30000,11952.30000,11873.30000,11950.30000,561
2020.09.01,13:00,11950.30000,11951.30000,11921.30000,11934.30000,397
2020.09.01,14:00,11932.30000,11932.30000,11847.30000,11874.30000,715
2020.09.01,15:00,11868.30000,11924.30000,11853.30000,11909.30000,649
2020.09.01,16:00,11909.30000,11918.30000,11867.30000,11875.30000,523
2020.09.01,17:00,11875.30000,11898.30000,11821.30000,11898.30000,922
2020.09.01,18:00,11898.30000,12044.30000,11898.30000,12044.30000,1148
2020.09.01,19:00,12044.30000,12050.30000,11992.30000,12007.30000,690
2020.09.01,20:00,12007.30000,12019.30000,11956.30000,11970.30000,1042
2020.09.01,21:00,11969.30000,12015.30000,11969.30000,11990.30000,399
2020.09.01,22:00,11990.30000,11994.30000,11965.30000,11972.30000,212
2020.09.01,23:00,11972.30000,12017.30000,11951.30000,12012.30000,346
2020.09.02,01:00,12027.30000,12050.30000,11949.30000,11973.30000,1037
2020.09.02,02:00,11973.30000,12007.30000,11861.30000,11927.30000,1016
2020.09.02,03:00,11926.30000,11956.30000,11891.30000,11903.30000,1429
2020.09.02,04:00,11902.30000,11926.30000,11869.30000,11891.30000,1254
2020.09.02,05:00,11890.30000,11911.30000,11861.30000,11861.30000,595
2020.09.02,06:00,11860.30000,11872.30000,11832.30000,11837.30000,1689
2020.09.02,07:00,11836.30000,11904.30000,11828.30000,11880.30000,931
2020.09.02,08:00,11880.30000,11910.30000,11869.30000,11875.30000,1089
2020.09.02,09:00,11873.30000,11873.30000,11746.30000,11795.30000,1776
2020.09.02,10:00,11794.30000,11809.30000,11731.30000,11731.30000,910
2020.09.02,11:00,11731.30000,11749.30000,11674.30000,11723.30000,1250
2020.09.02,12:00,11722.30000,11756.30000,11713.30000,11751.30000,834
2020.09.02,13:00,11751.30000,11751.30000,11500.30000,11571.30000,3112
2020.09.02,14:00,11570.30000,11571.30000,11167.30000,11401.30000,7353
2020.09.02,15:00,11395.30000,11463.30000,11385.30000,11436.30000,1743
2020.09.02,16:00,11435.30000,11451.30000,11335.30000,11349.30000,2876
2020.09.02,17:00,11349.30000,11375.30000,11226.30000,11254.30000,2248
2020.09.02,18:00,11253.30000,11365.30000,11248.30000,11345.30000,3130
2020.09.02,19:00,11341.30000,11366.30000,11248.30000,11310.30000,2261
2020.09.02,20:00,11309.30000,11359.30000,11302.30000,11359.30000,496
2020.09.02,21:00,11358.30000,11395.30000,11334.30000,11395.30000,617
2020.09.02,22:00,11393.30000,11400.30000,11354.30000,11398.30000,518
2020.09.02,23:00,11397.30000,11397.30000,11312.30000,11367.30000,1824
2020.09.03,01:00,11378.30000,11436.30000,11374.30000,11426.30000,1152
2020.09.03,02:00,11426.30000,11429.30000,11372.30000,11385.30000,965
2020.09.03,03:00,11385.30000,11436.30000,11361.30000,11412.30000,1208
2020.09.03,04:00,11411.30000,11422.30000,11377.30000,11420.30000,1373
2020.09.03,05:00,11420.30000,11426.30000,11391.30000,11418.30000,1402
2020.09.03,06:00,11418.30000,11430.30000,11330.30000,11345.30000,1418
2020.09.03,07:00,11345.30000,11370.30000,11270.30000,11272.30000,1903
2020.09.03,08:00,11270.30000,11328.30000,11246.30000,11280.30000,1240
2020.09.03,09:00,11280.30000,11314.30000,11255.30000,11277.30000,958
2020.09.03,10:00,11277.30000,11413.30000,11246.30000,11401.30000,1578
2020.09.03,11:00,11401.30000,11445.30000,11341.30000,11387.30000,1707
2020.09.03,12:00,11388.30000,11398.30000,11349.30000,11350.30000,1353
2020.09.03,13:00,11347.30000,11350.30000,11237.30000,11255.30000,1150
2020.09.03,14:00,11255.30000,11292.30000,11196.30000,11221.30000,2225
2020.09.03,15:00,11219.30000,11259.30000,10690.30000,10827.30000,11721
2020.09.03,16:00,10822.30000,10921.30000,10799.30000,10918.30000,2091
2020.09.03,17:00,10918.30000,10923.30000,10831.30000,10855.30000,1847
2020.09.03,18:00,10854.30000,10854.30000,10495.30000,10663.30000,6542
2020.09.03,19:00,10661.30000,10724.30000,10560.30000,10564.30000,3293
2020.09.03,20:00,10564.30000,10768.30000,10564.30000,10700.30000,2209
2020.09.03,21:00,10701.30000,10739.30000,10641.30000,10650.30000,2467
2020.09.03,22:00,10650.30000,10709.30000,10610.30000,10691.30000,2140
2020.09.03,23:00,10689.30000,10786.30000,10682.30000,10776.30000,1288
2020.09.04,01:00,10724.30000,10748.30000,10650.30000,10664.30000,1975
2020.09.04,02:00,10664.30000,10665.30000,9976.20000,10151.30000,11949
2020.09.04,03:00,10150.30000,10329.30000,10080.30000,10301.30000,5485
2020.09.04,04:00,10298.30000,10313.30000,10225.30000,10252.30000,1794
2020.09.04,05:00,10252.30000,10279.30000,10170.30000,10261.30000,2787
2020.09.04,06:00,10260.30000,10280.30000,10245.30000,10264.30000,1355
2020.09.04,07:00,10264.30000,10325.30000,10224.30000,10282.30000,1774
2020.09.04,08:00,10282.30000,10292.30000,10234.30000,10288.30000,1157
2020.09.04,09:00,10288.30000,10292.30000,10230.30000,10231.30000,588
2020.09.04,10:00,10231.30000,10324.30000,10119.30000,10298.30000,2349
2020.09.04,11:00,10298.30000,10434.30000,10298.30000,10419.30000,2443
2020.09.04,12:00,10419.30000,10523.30000,10398.30000,10523.30000,1626
2020.09.04,13:00,10521.30000,10529.30000,10471.30000,10472.30000,2501
2020.09.04,14:00,10461.30000,10462.30000,10383.30000,10428.30000,1002
2020.09.04,15:00,10428.30000,10470.30000,10391.30000,10464.30000,1726
2020.09.04,16:00,10464.30000,10494.30000,10383.30000,10383.30000,1260
2020.09.04,17:00,10383.30000,10408.30000,9951.00000,10399.30000,5946
2020.09.04,18:00,10400.30000,10460.30000,10191.30000,10443.30000,7304
2020.09.04,19:00,10443.30000,10490.30000,10335.30000,10454.30000,3602
2020.09.04,20:00,10453.30000,10459.30000,10394.30000,10424.30000,1796
2020.09.04,21:00,10423.30000,10527.30000,10360.30000,10527.30000,1992
2020.09.04,22:00,10527.30000,10610.30000,10487.30000,10583.30000,3709
2020.09.04,23:00,10583.30000,10603.30000,10547.30000,10585.30000,1251
2020.09.07,01:00,10326.30000,10346.30000,10189.30000,10214.30000,1033
2020.09.07,02:00,10209.30000,10309.30000,10196.30000,10260.30000,570
2020.09.07,03:00,10259.30000,10314.30000,10252.30000,10292.30000,367
2020.09.07,04:00,10292.30000,10296.30000,10243.30000,10287.30000,204
2020.09.07,05:00,10283.30000,10283.30000,10204.30000,10214.30000,497
2020.09.07,06:00,10209.30000,10227.30000,10189.30000,10214.30000,347
2020.09.07,07:00,10212.30000,10242.30000,10170.30000,10178.30000,341
2020.09.07,08:00,10174.30000,10182.30000,10092.30000,10100.30000,577
2020.09.07,09:00,10098.30000,10131.30000,10081.30000,10082.30000,873
2020.09.07,10:00,10081.30000,10165.30000,10076.30000,10130.30000,1236
2020.09.07,11:00,10128.30000,10196.30000,10119.30000,10154.30000,704
2020.09.07,12:00,10154.30000,10188.30000,10118.30000,10126.30000,1057
2020.09.07,13:00,10127.30000,10166.30000,10073.30000,10085.30000,2125
2020.09.07,14:00,10084.30000,10154.30000,10026.30000,10046.30000,3533
2020.09.07,15:00,10046.30000,10077.30000,9903.50000,9960.20000,7697
2020.09.07,16:00,9957.90000,10138.30000,9899.10000,10095.30000,6513
2020.09.07,17:00,10089.30000,10102.30000,10008.30000,10031.30000,1249
2020.09.07,18:00,10030.30000,10178.30000,10007.30000,10169.30000,649
2020.09.07,19:00,10169.30000,10243.30000,10144.30000,10207.30000,874
2020.09.07,20:00,10207.30000,10211.30000,10175.30000,10178.30000,206
2020.09.07,21:00,10178.30000,10215.30000,10172.30000,10184.30000,866
2020.09.07,22:00,10184.30000,10224.30000,10143.30000,10155.30000,875
2020.09.07,23:00,10154.30000,10164.30000,10098.30000,10164.30000,1554
2020.09.08,01:00,10166.30000,10410.30000,10166.30000,10393.30000,2986
2020.09.08,02:00,10394.30000,10414.30000,10355.30000,10382.30000,2195
2020.09.08,03:00,10382.30000,10448.30000,10325.30000,10331.30000,2883
2020.09.08,04:00,10330.30000,10378.30000,10322.30000,10322.30000,1127
2020.09.08,05:00,10322.30000,10359.30000,10322.30000,10354.30000,713
2020.09.08,06:00,10352.30000,10358.30000,10307.30000,10309.30000,743
2020.09.08,07:00,10309.30000,10326.30000,10244.30000,10275.30000,1045
2020.09.08,08:00,10275.30000,10290.30000,10225.30000,10229.30000,869
2020.09.08,09:00,10228.30000,10313.30000,10226.30000,10313.30000,640
2020.09.08,10:00,10312.30000,10314.30000,10248.30000,10276.30000,782
2020.09.08,11:00,10276.30000,10345.30000,10167.30000,10182.30000,2153
2020.09.08,12:00,10177.30000,10207.30000,10023.30000,10023.30000,1956
2020.09.08,13:00,10022.30000,10075.30000,9989.30000,10052.30000,2406
2020.09.08,14:00,10052.30000,10083.30000,9952.70000,9987.30000,1730
2020.09.08,15:00,9980.00000,10055.30000,9937.40000,10015.30000,2264
2020.09.08,16:00,10015.30000,10031.30000,9938.30000,10002.30000,5705
2020.09.08,17:00,10001.30000,10159.30000,9990.30000,10110.30000,3160
2020.09.08,18:00,10111.30000,10160.30000,10080.30000,10101.30000,1839
2020.09.08,19:00,10101.30000,10169.30000,10099.30000,10157.30000,580
2020.09.08,20:00,10157.30000,10170.30000,10121.30000,10162.30000,581
2020.09.08,21:00,10162.30000,10171.30000,9947.30000,9990.30000,3787
2020.09.08,22:00,9984.10000,10067.30000,9964.30000,10000.30000,4363
2020.09.08,23:00,10000.30000,10064.30000,9990.30000,10021.30000,1770
2020.09.09,01:00,10036.30000,10219.30000,9867.70000,10118.30000,10547
2020.09.09,02:00,10116.30000,10166.30000,10085.30000,10131.30000,2463
2020.09.09,03:00,10132.30000,10150.30000,10088.30000,10129.30000,1084
2020.09.09,04:00,10129.30000,10140.30000,10088.30000,10124.30000,1057
2020.09.09,05:00,10124.30000,10127.30000,10002.30000,10003.30000,1680
2020.09.09,06:00,10003.30000,10034.30000,9995.30000,10034.30000,680
2020.09.09,07:00,10034.30000,10113.30000,10021.30000,10078.30000,597
2020.09.09,08:00,10078.30000,10135.30000,10078.30000,10098.30000,918
2020.09.09,09:00,10098.30000,10123.30000,10072.30000,10101.30000,1074
2020.09.09,10:00,10101.30000,10198.30000,10101.30000,10193.30000,392
2020.09.09,11:00,10193.30000,10203.30000,10145.30000,10165.30000,477
2020.09.09,12:00,10164.30000,10208.30000,10162.30000,10203.30000,616
2020.09.09,13:00,10203.30000,10214.30000,10154.30000,10178.30000,626
2020.09.09,14:00,10178.30000,10271.30000,10178.30000,10226.30000,579
2020.09.09,15:00,10226.30000,10263.30000,10176.30000,10197.30000,310
2020.09.09,16:00,10197.30000,10264.30000,10197.30000,10222.30000,310
2020.09.09,17:00,10222.30000,10264.30000,10204.30000,10252.30000,1119
2020.09.09,18:00,10252.30000,10288.30000,10252.30000,10260.30000,680
2020.09.09,19:00,10260.30000,10274.30000,10216.30000,10248.30000,593
2020.09.09,20:00,10246.30000,10270.30000,10224.30000,10270.30000,198
2020.09.09,21:00,10268.30000,10339.30000,10263.30000,10334.30000,631
2020.09.09,22:00,10334.30000,10343.30000,10284.30000,10285.30000,635
2020.09.09,23:00,10285.30000,10301.30000,10265.30000,10265.30000,321
2020.09.10,01:00,10243.30000,10281.30000,10230.30000,10278.30000,560
2020.09.10,02:00,10278.30000,10291.30000,10177.30000,10225.30000,1739
2020.09.10,03:00,10224.30000,10321.30000,10218.30000,10280.30000,1779
2020.09.10,04:00,10279.30000,10421.30000,10259.30000,10390.30000,2142
2020.09.10,05:00,10390.30000,10407.30000,10368.30000,10369.30000,1168
2020.09.10,06:00,10368.30000,10384.30000,10355.30000,10377.30000,634
2020.09.10,07:00,10377.30000,10415.30000,10355.30000,10389.30000,684
2020.09.10,08:00,10389.30000,10399.30000,10372.30000,10384.30000,535
2020.09.10,09:00,10382.30000,10390.30000,10318.30000,10338.30000,566
2020.09.10,10:00,10337.30000,10350.30000,10267.30000,10282.30000,959
2020.09.10,11:00,10283.30000,10300.30000,10264.30000,10281.30000,726
2020.09.10,12:00,10277.30000,10291.30000,10239.30000,10284.30000,750
2020.09.10,13:00,10282.30000,10327.30000,10264.30000,10282.30000,734
2020.09.10,14:00,10280.30000,10320.30000,10273.30000,10306.30000,854
2020.09.10,15:00,10305.30000,10379.30000,10303.30000,10375.30000,1063
2020.09.10,16:00,10374.30000,10461.30000,10364.30000,10450.30000,1467
2020.09.10,17:00,10450.30000,10498.30000,10372.30000,10374.30000,1829
2020.09.10,18:00,10373.30000,10431.30000,10355.30000,10423.30000,1250
2020.09.10,19:00,10421.30000,10447.30000,10304.30000,10329.30000,1896
2020.09.10,20:00,10329.30000,10375.30000,10329.30000,10347.30000,735
2020.09.10,21:00,10347.30000,10372.30000,10260.30000,10284.30000,976
2020.09.10,22:00,10284.30000,10292.30000,10251.30000,10274.30000,1657
2020.09.10,23:00,10271.30000,10331.30000,10271.30000,10299.30000,1449
2020.09.11,01:00,10342.30000,10354.30000,10324.30000,10343.30000,651
2020.09.11,02:00,10343.30000,10350.30000,10308.30000,10339.30000,1731
2020.09.11,03:00,10337.30000,10381.30000,10335.30000,10344.30000,1488
2020.09.11,04:00,10345.30000,10354.30000,10296.30000,10304.30000,1829
2020.09.11,05:00,10303.30000,10310.30000,10252.30000,10256.30000,1539
2020.09.11,06:00,10255.30000,10270.30000,10212.30000,10218.30000,2741
2020.09.11,07:00,10214.30000,10252.30000,10182.30000,10217.30000,686
2020.09.11,08:00,10216.30000,10281.30000,10212.30000,10280.30000,337
2020.09.11,09:00,10280.30000,10283.30000,10244.30000,10255.30000,765
2020.09.11,10:00,10255.30000,10277.30000,10234.30000,10255.30000,369
2020.09.11,11:00,10254.30000,10306.30000,10252.30000,10295.30000,384
2020.09.11,12:00,10295.30000,10331.30000,10293.30000,10316.30000,723
2020.09.11,13:00,10316.30000,10322.30000,10276.30000,10286.30000,620
2020.09.11,14:00,10285.30000,10302.30000,10256.30000,10260.30000,624
2020.09.11,15:00,10260.30000,10290.30000,10252.30000,10287.30000,378
2020.09.11,16:00,10287.30000,10310.30000,10244.30000,10260.30000,703
2020.09.11,17:00,10255.30000,10295.30000,10251.30000,10290.30000,486
2020.09.11,18:00,10290.30000,10331.30000,10290.30000,10315.30000,1223
2020.09.11,19:00,10315.30000,10337.30000,10304.30000,10305.30000,1278
2020.09.11,20:00,10305.30000,10313.30000,10268.30000,10292.30000,413
2020.09.11,21:00,10292.30000,10321.30000,10292.30000,10318.30000,375
2020.09.11,22:00,10316.30000,10334.30000,10298.30000,10329.30000,323
2020.09.11,23:00,10329.30000,10334.30000,10310.30000,10318.30000,241
2020.09.14,01:00,10285.30000,10305.30000,10281.30000,10297.30000,680
2020.09.14,02:00,10297.30000,10315.30000,10295.30000,10315.30000,498
2020.09.14,03:00,10315.30000,10316.30000,10244.30000,10268.30000,1365
2020.09.14,04:00,10268.30000,10316.30000,10268.30000,10316.30000,245
2020.09.14,05:00,10316.30000,10365.30000,10316.30000,10348.30000,467
2020.09.14,06:00,10348.30000,10357.30000,10332.30000,10345.30000,629
2020.09.14,07:00,10345.30000,10347.30000,10312.30000,10339.30000,498
2020.09.14,08:00,10339.30000,10347.30000,10313.30000,10334.30000,1326
2020.09.14,09:00,10334.30000,10363.30000,10334.30000,10356.30000,480
2020.09.14,10:00,10356.30000,10404.30000,10350.30000,10401.30000,565
2020.09.14,11:00,10400.30000,10449.30000,10359.30000,10360.30000,1705
2020.09.14,12:00,10360.30000,10368.30000,10335.30000,10368.30000,2141
2020.09.14,13:00,10368.30000,10423.30000,10366.30000,10416.30000,1466
2020.09.14,14:00,10414.30000,10479.30000,10404.30000,10479.30000,1761
2020.09.14,15:00,10479.30000,10522.30000,10460.30000,10504.30000,2429
2020.09.14,16:00,10504.30000,10669.30000,10504.30000,10650.30000,4858
2020.09.14,17:00,10650.30000,10695.30000,10606.30000,10640.30000,2646
2020.09.14,18:00,10640.30000,10720.30000,10640.30000,10712.30000,1775
2020.09.14,19:00,10712.30000,10756.30000,10662.30000,10729.30000,1582
2020.09.14,20:00,10730.30000,10739.30000,10674.30000,10687.30000,1424
2020.09.14,21:00,10687.30000,10699.30000,10654.30000,10679.30000,1336
2020.09.14,22:00,10679.30000,10690.30000,10656.30000,10669.30000,1156
2020.09.14,23:00,10667.30000,10713.30000,10661.30000,10682.30000,862
2020.09.15,01:00,10709.30000,10736.30000,10641.30000,10647.30000,1303
2020.09.15,02:00,10644.30000,10676.30000,10622.30000,10674.30000,1700
2020.09.15,03:00,10672.30000,10701.30000,10649.30000,10678.30000,1826
2020.09.15,04:00,10676.30000,10721.30000,10654.30000,10716.30000,1167
2020.09.15,05:00,10714.30000,10824.30000,10699.30000,10761.30000,2006
2020.09.15,06:00,10761.30000,10776.30000,10742.30000,10758.30000,707
2020.09.15,07:00,10757.30000,10783.30000,10714.30000,10732.30000,1257
2020.09.15,08:00,10731.30000,10759.30000,10712.30000,10743.30000,677
2020.09.15,09:00,10736.30000,10744.30000,10710.30000,10740.30000,1176
2020.09.15,10:00,10740.30000,10758.30000,10717.30000,10744.30000,632
2020.09.15,11:00,10744.30000,10754.30000,10630.30000,10650.30000,1325
2020.09.15,12:00,10649.30000,10708.30000,10631.30000,10705.30000,1564
2020.09.15,13:00,10705.30000,10864.30000,10675.30000,10855.30000,2002
2020.09.15,14:00,10855.30000,10874.30000,10793.30000,10842.30000,1935
2020.09.15,15:00,10841.30000,10928.30000,10841.30000,10910.30000,1406
2020.09.15,16:00,10910.30000,10920.30000,10834.30000,10835.30000,1423
2020.09.15,17:00,10834.30000,10868.30000,10739.30000,10766.30000,1228
2020.09.15,18:00,10765.30000,10816.30000,10753.30000,10788.30000,1530
2020.09.15,19:00,10787.30000,10838.30000,10710.30000,10782.30000,1841
2020.09.15,20:00,10782.30000,10814.30000,10753.30000,10800.30000,949
2020.09.15,21:00,10800.30000,10809.30000,10748.30000,10779.30000,643
2020.09.15,22:00,10777.30000,10777.30000,10744.30000,10776.30000,590
2020.09.15,23:00,10775.30000,10867.30000,10764.30000,10854.30000,1912
2020.09.16,01:00,10860.30000,10865.30000,10744.30000,10776.30000,2517
2020.09.16,02:00,10774.30000,10791.30000,10753.30000,10782.30000,2596
2020.09.16,03:00,10782.30000,10788.30000,10667.30000,10720.30000,2439
2020.09.16,04:00,10719.30000,10750.30000,10672.30000,10736.30000,1595
2020.09.16,05:00,10735.30000,10740.30000,10698.30000,10734.30000,2293
2020.09.16,06:00,10734.30000,10780.30000,10712.30000,10779.30000,1822
2020.09.16,07:00,10778.30000,10807.30000,10757.30000,10787.30000,1222
2020.09.16,08:00,10787.30000,10824.30000,10770.30000,10777.30000,1287
2020.09.16,09:00,10777.30000,10854.30000,10771.30000,10843.30000,658
2020.09.16,10:00,10843.30000,10964.30000,10831.30000,10936.30000,1612
2020.09.16,11:00,10936.30000,10948.30000,10879.30000,10907.30000,1716
2020.09.16,12:00,10905.30000,10908.30000,10865.30000,10879.30000,845
2020.09.16,13:00,10879.30000,10934.30000,10843.30000,10853.30000,1308
2020.09.16,14:00,10855.30000,10917.30000,10852.30000,10914.30000,830
2020.09.16,15:00,10914.30000,10959.30000,10871.30000,10937.30000,1726
2020.09.16,16:00,10937.30000,10963.30000,10905.30000,10928.30000,1228
2020.09.16,17:00,10928.30000,10938.30000,10873.30000,10891.30000,1270
2020.09.16,18:00,10891.30000,11025.30000,10891.30000,11004.30000,1930
2020.09.16,19:00,11004.30000,11084.30000,10990.30000,11080.30000,1535
2020.09.16,20:00,11080.30000,11085.30000,11013.30000,11047.30000,1616
2020.09.16,21:00,11047.30000,11088.30000,10977.30000,11021.30000,2030
2020.09.16,22:00,11022.30000,11032.30000,10979.30000,10980.30000,1025
2020.09.16,23:00,10980.30000,11055.30000,10978.30000,11003.30000,1407
2020.09.17,01:00,11020.30000,11049.30000,10999.30000,11034.30000,1352
2020.09.17,02:00,11034.30000,11041.30000,10951.30000,10956.30000,1098
2020.09.17,03:00,10956.30000,11054.30000,10932.30000,11005.30000,2406
2020.09.17,04:00,11005.30000,11036.30000,10962.30000,10967.30000,907
2020.09.17,05:00,10965.30000,10965.30000,10913.30000,10934.30000,1799
2020.09.17,06:00,10935.30000,10944.30000,10879.30000,10879.30000,1587
2020.09.17,07:00,10878.30000,10911.30000,10856.30000,10911.30000,1205
2020.09.17,08:00,10907.30000,10933.30000,10896.30000,10919.30000,822
2020.09.17,09:00,10917.30000,10929.30000,10858.30000,10871.30000,1834
2020.09.17,10:00,10864.30000,10897.30000,10851.30000,10885.30000,940
2020.09.17,11:00,10885.30000,10909.30000,10865.30000,10870.30000,1006
2020.09.17,12:00,10869.30000,10894.30000,10863.30000,10884.30000,1400
2020.09.17,13:00,10884.30000,10887.30000,10795.30000,10835.30000,1865
2020.09.17,14:00,10834.30000,10894.30000,10807.30000,10892.30000,2336
2020.09.17,15:00,10892.30000,10894.30000,10812.30000,10812.30000,1178
2020.09.17,16:00,10811.30000,10823.30000,10750.30000,10821.30000,1518
2020.09.17,17:00,10820.30000,10870.30000,10775.30000,10839.30000,2173
2020.09.17,18:00,10839.30000,10879.30000,10839.30000,10847.30000,1422
2020.09.17,19:00,10847.30000,10862.30000,10811.30000,10844.30000,1602
2020.09.17,20:00,10844.30000,10872.30000,10840.30000,10864.30000,1470
2020.09.17,21:00,10864.30000,10927.30000,10864.30000,10916.30000,971
2020.09.17,22:00,10916.30000,10934.30000,10899.30000,10926.30000,655
2020.09.17,23:00,10926.30000,10942.30000,10919.30000,10938.30000,799
2020.09.18,01:00,10963.30000,10965.30000,10910.30000,10926.30000,1101
2020.09.18,02:00,10926.30000,10943.30000,10920.30000,10943.30000,867
2020.09.18,03:00,10943.30000,10955.30000,10895.30000,10902.30000,495
2020.09.18,04:00,10902.30000,10923.30000,10893.30000,10907.30000,2057
2020.09.18,05:00,10907.30000,10944.30000,10907.30000,10933.30000,1117
2020.09.18,06:00,10933.30000,10944.30000,10931.30000,10931.30000,726
2020.09.18,07:00,10931.30000,10931.30000,10888.30000,10913.30000,2473
2020.09.18,08:00,10912.30000,10936.30000,10903.30000,10936.30000,2373
2020.09.18,09:00,10936.30000,10986.30000,10910.30000,10980.30000,1130
2020.09.18,10:00,10980.30000,10982.30000,10951.30000,10965.30000,636
2020.09.18,11:00,10962.30000,10978.30000,10944.30000,10977.30000,1149
2020.09.18,12:00,10974.30000,11048.30000,10974.30000,11024.30000,948
2020.09.18,13:00,11024.30000,11026.30000,10990.30000,10992.30000,595
